"Round ID","Tournament Name","Team One","Team Two"
3543,"Bermuda Bowl","CANADA","USA1"
436,"Polish Trials - Final","KOZIKOWSKI","CICHOCKI"
5010,"Bermuda Bowl 2007","NETHERLANDS","NORWAY"
216,"2006 Vanderbilt","Chang","Welland"
2862,"Nordic Championship Open Teams","Finland","Denmark"
4462,"11th European Champions Cup","England","Angelini"
5618,"BBO5-2015WBTC-SB","SWEDEN","POLAND"
1387,"Camrose Trophy 2008(2)","North Ire","Ireland"
5489,"2015 Vanderbilt SFB","Team Assael","Lavazza"
2289,"EBL Team Champs Malmoe 04","England","Netherlands"
2687,"GHTD Cup China 2006","Nanfang Dianwang","Gonghang Jinying"
2791,"Women Elite Tournament 2006 - D","England","China"
2589,"Slava Cup 2007","Team 1","Team 2"
540,"White House 2005","Gromov","Dutch ladies"
2647,"Camrose 2010","NIBU","Scotland"
5414,"2007 USSBC","ASSEMI","KASLE"
261,"VIDECON WCG open","Tolani Shipping","SDEnterprises"
2886,"2nd Balkanbridge Championship","Albania","Romania"
4319,"BBO3 - Euro Teams 2012","France","Sweden"
2431,"WMSG BEIJING 2008","POLAND","USA"
5396,"2008 USBC - SF1 - SEMIFINAL STRUL vs JACOBS","STRUL","JACOBS"
405,"2009 USBC USA2 Final","Fleisher","Nickell"
5092,"Indonesian Open Team","GABMO 1","MANDIRI MINAHASA"
4754,"Gold Cup","Stevens","Allfrey"
4701,"Final Topcircuit 't Onstein","Team 1","Team 2"
3589,"B - 2013 YEH BROS CUP Qualifying","England and Pharon","USA Cheek"
4843,"Brazilian Team Trials","Chagas","Brum"
742,"CCBA Championships 2007","Qing Gong","Shanghai"
4782,"Canadian National Championships","Thurston","Frukacz"
628,"2013 Vanderbilt Final","Auken","van Prooijen"
3012,"White House International Teams Round 5b","Orange White","Modalfa"
2799,"Women Elite Tournament 2006 - B","Germany","Sweden"
4593,"2008 Spring Seniors Final","Gaspar","Neill"
856,"Eur champ Pau","Russia","Germany"
1017,"Lady Milne 2004","NIreland","Scotland"
5324,"Brazilian Trials","Chagas","Mane"
136,"8th European Bridge Champions' Cup","BAMBERGER","ANGELINI"
3048,"Finale Interclub 2005","Friedland BC","Colonial BC"
1629,"White House Champions' Cup 2008","Bamberger Reiter","Quantum BC"
5352,"English Open Trials Semi Final","Armstrong","Liggins"
5212,"E - d'Orsi Senior Bowl 2011","France","Poland"
2572,"N_ Greece Regional Championship Open","Efthimiou","Roussos"
3056,"TROFEO CHALLENGER CITTA' DI ROMA","FIGB 2","TEAM BLU"
2338,"EC 2004 Poland-England","Poland","England"
5018,"Campionati Soc. 2005","TCP RM Angelini","GS Idea Br. TO"
3988,"41st WBTC-BBO5-BB","INDONESIA","ITALY"
762,"Dutch Teams Championship Final","BC 't Onstein 1","BC 't Onstein 2"
4476,"52nd EBTC-BBO1","ISRAEL","MONACO"
3651,"41st WBTC-BBO4-BB","ARGENTINA","BRAZIL"
4311,"BBO5-2015WBTC-VC","NETHERLANDS","DENMARK"
4429,"BBO2-2016EBTC","POLAND","MONACO"
4404,"BBO4-2016EBTC","BULGARIA","ENGLAND"
3843,"A - 18th NEC CUP Qualifying","Italy Lavazza","NAITO"
1700,"European Open Champ - Mixed Teams Qual - B","RUSSIA","ACOL PRAHA"
5543,"B 2012 USBC Semifinal","Diamond","Lee"
2929,"Camrose 2010","Northern Ireland","Scotland"
4630,"English Camrose Trial","Dhondy","Rosen"
5061,"B - Bermuda Bowl 2011","Netherlands","Italy"
2757,"2nd Bridge Balkan Championship","Bulgaria","Bodrum BC Turkey"
3092,"Bolkan teams championship","Bulgaria","Turkey"
3718,"BBO3-2016EBTC","ESTONIA","LATVIA"
3890,"BBO1-2016EBTC","ITALY","NORWAY"
3162,"Icelandair Open Teams","Quantum","Simon Gillis"
3602,"Sao Paulo 2009","ARGENTINA","INDIA"
2659,"B European B_T_Ch_ OPEN","ITALY","CROATIA"
1235,"2008 Cavendish Teams","Altshuler","Berkowitz"
3872,"41st WBTC-BBO3-BB","USA1","SOUTH AFRICA"
3169,"PULA Bridge Festiwal OPEN TEAMS","Split","Nefka"
3966,"41st WBTC-BBO3-BB","CHINESE TAIPEI","BAHRAIN"
382,"Indonesia Open Team","Bank Mandiri Manado","Bank Mandiri Mnhasa"
1424,"6th EOBC-BBO3-Mixed Teams","CONNECTOR POLAND","GOTARD"
2870,"VI BERMUDA TRIANGLE TEAMS CUP","ISRAEL","KIRILENKO"
4578,"Selection Francaise 1/4 Finale","Eisenberg","Chemla"
3444,"WMSG BEIJING 2008","ROMANIA","JAPAN"
967,"2004 European Youth Bridge Team Champ.","(SW","ROM"
2019,"2008 National Open Teams QF (B)","Markey","Rosendorff"
3305,"BBO6-2015WBTC-BB","CHINA","FRANCE"
1338,"EC MIXED TEAMS ","RUSSIA","DHONDY"
364,"USWC 2004 FINAL","GREENBERG","STEINER"
29,"2013 USBC USA2 Final","Fleisher","Nickell"
2165,"C European Bridge Team Championships OPEN","NORWAY","FRANCE"
1733,"BKBT Teams","Gladysh","Kirilenko"
4679,"Brighton Exhibition Match","de Botton","Hauge"
969,"2004 European Youth Bridge Team Champ.","ROM","AUT"
5602,"41st WBTC-BBO6","FRANCE","POLAND"
4827,"Polish Trials Semi-Final","JAGNIEWSKI","KUJAWA"
5220,"Selection Francaise pour Pau 2008","Zimmermann","Salama"
853,"Eur champ Pau","Norway","England"
2592,"CTCBA Open Trial 2008","Nan-Yuan","DEPPO"
1973,"41st WBTC-BBO1","FRANCE","CHINA"
4878,"Open Brazilian Championship-2008","Viana","Chagas"
2813,"2010 Spingold R32","Jacobs","Markowicz"
5592,"45TH PABFC","China Hongkong","Thailand"
618,"Dutch Teams Final","BC 't Onstein","Het Witte Huis"
1378,"Camrose","Ireland","Eng Bridge Union"
2531,"EC 2004 Sweden-Italy","Sweden","Italy"
3445,"WMSG BEIJING 2008","England","USA"
2550,"EBL Team Champs Malmoe 04","SWE","FRA"
5511,"2010 USBC SF B","Diamond","Weinstein"
777,"Selection Senior Pau","Mohtashami","Grenthe"
64,"Farmen Invitational","The Skilled","Arctic Farmers"
3997,"41st WBTC-BBO6-VC","ARGENTINA","NETHERLANDS"
5599,"BBO6-2015WBTC-SB","USA2","POLAND"
4455,"BBO1-2016EBTC","NETHERLANDS","POLAND"
877,"Eur Champ Pau Women","France","Iceland"
21,"BBO1-2nd Mind Sports Games","MONACO","CANADA"
2851,"B European B.T.Ch. OPEN","IRELAND","SCOTLAND"
680,"WMSG BEIJING 2008","CHINA","ENGLAND"
4279,"Jaoanese Open Team Trials","Shimizu","Tanaka"
4495,"13th European Champions' Cup","MONACO","ALLEGRA"
1198,"Camrose","NIBU","CBAI"
208,"Campionati Soc. 2005","TCP RM Angelini","Gr.Sp.Ass. Allegra"
4203,"BBO4-2015WBTC-SB","AUSTRIA","USA2"
2068,"Eur champ Pau","ITALY","ISRAEL"
4297,"BBO6-2016EBTC","HUNGARY","LATVIA"
512,"A - Bermuda Bowl 2011","Netherlands","USA 2"
2782,"ITALIAN OPEN TEAM CHAMPIONSHIPS 2012","VINCI","ZALESKI"
1762,"WMSG BEIJING 2008","CHINA","NORWAY"
1318,"3rd EUROPEAN OPEN CHAMPIONSHIPS MIXED TEAMS","RIOLO","RUSSIA"
5754,"Camrose Trophy 2005","Wales","NIreland"
709,"Finnish Senior Trials Final","Asparagus","Uskali"
1276,"Lederer 2008","Ireland","Spring 4s"
1398,"6th EOBC-BBO4-Mixed Teams","NED AUT","CROATIA"
1517,"European Open Champ - Open Teams Qual - B","Bessis","Liguria Open"
1322,"England U28 Trials","Team 1","Team 2"
1297,"2008 Cavendish Teams","Welland","Altshuler"
2863,"French DN1","KERLERO","PAYEN"
604,"2009 Vanderbilt Final","Diamond","Katz"
1327,"Junior Camrose 2007","Republic Of Ireland","England"
5793,"41st WBTC-BBO4","CHINA","ENGLAND"
5059,"ITALY CUP 2014","ZALESKI","LAVAZZA"
1885,"2007 Vanderbilt - Rd of 8 - 4th Qtr","Nickell","Tuszynski"
1121,"2007 Camrose Trophy","Wales","Holders"
2347,"White House Juniors","Sweden","Netherlands Red"
542,"2006 Spingold Final - 3rd Quarter","Weed - npc","Nickell"
2776,"Balkan Teams","Bulgaria","Turkey"
4125,"BBO5 - Euro Teams 2012","Denmark","Poland"
1131,"Camrose 2008","Northern Ireland","CBAI"
2426,"ITALY CUP 2014","ANGELINI","PRIANO"
2935,"French DN1","CRONIER","ZIMMERMANN"
3753,"WMSG BEIJING 2008","BRAZIL","ITALY"
4226,"BBO6-2015WBTC-BB","CHINA","SOUTH AFRICA"
4123,"52nd EBTC-BBO4","DENMARK","ENGLAND"
1975,"WMSG BEIJING 2008","ITALY","POLAND"
3616,"D - Bermuda Bowl 2011","New Zealand","USA 2"
4501,"6th European Champions Cup","MODALFA","TC PARIOLI"
404,"2009 USBC USA2 Final","Fleisher","Nickell"
5707,"B - Venice Cup 2011_","France","Indonesia"
3685,"52nd EBTC-BBO5","ENGLAND","CROATIA"
4759,"Naturalists Vs Scientists","Science (Zia)","Nature (Dmitri)"
5330,"2008 USJBC - SF1","CHUBUKOV","WILSON"
5341,"Champions' Cup 2013","G.S. ALLEGRA","WROCLAW"
184,"13th European Champions' Cup","ALLEGRA ","BAMBERGER "
2162,"10thWYTC Match B","France","New Zealand"
2633,"Camrose 2010","Northern Ireland","England"
2363,"EC 2004(women) Spain-Italy","Spain","Italy"
1473,"ANC Open Final","New South Wales","ACT"
5146,"US Women's Bridge Championship","Narasimhan","Quinn"
893,"Eur champ Pau","Bulgaria","Italy"
5806,"41st WBTC-BBO3","USA2","NETHERLANDS"
1220,"Lady Milne 2009","Scotland","ROI"
2297,"SELECTION PEKIN 2008","BOMPIS","LEVY"
2183,"N_ Greece Regional Championship Open","Rofoi","Levi"
635,"2014 Spingold Final","Monaco","Schwartz"
580,"Kadra B - Final","SUWIK","ARASZKIEWICZ"
3471,"A - Bermuda Bowl 2011","USA 2","South Africa"
1070,"Division Nationale 1","BLUMENTAL","DELFOUR"
5800,"BBO2-2015WBTC-VC","USA2","NETHERLANDS"
4772,"Polish Mixt Team Championships","BUSSE","MANDECKA"
4409,"BBO2-2016EBTC","MONACO","TURKEY"
633,"Slava Cup 2013","Monaco","Israel"
4488,"A-4th SportAccord WMG-Teams","MONACO","ISRAEL"
5016,"Brazilian Team Trials","Amaral","Campos"
49,"English Open Team Trials Final","Simpson","Hackett"
397,"2006 NOT FINAL","Otvosi","Brogeland"
2330,"EC 2004 Italy-Belgium","Italy","Belgium"
5133,"Sao Paulo 2009","CHINA","FRANCE"
1301,"NEC CUP","JAPAN","USA"
3220,"2010 USBF Quarterfinal A","Nickell","Harris"
2646,"D European B_T_Ch_ OPEN","ISRAEL","ITALY"
4976,"12th NEC CUP Semifinal","ENGLAND (Hackett)","NETHERLANDS"
75,"3rd Shenhua Cup Beijing 2007","Beijing Hong Niu","Beijing Xin Yuan"
810,"Bermuda Bowl Estoril 2005","USA 1","ITALY"
1668,"Yeh Bros Cup","India Venkatesh","India National"
3348,"BBO6-2016EBTC","HUNGARY","ICELAND"
1210,"Division Nationale 1","HIRCHWALD","BLUMENTAL"
3183,"European Open Champ - Mixed Teams Round of 8 - B","De Botton","Vriend"
823,"Polish First Division 2005 final","KADIMEX","CHLODNIA"
2343,"INDONESIA QUAL MULTIEVENT","SOUTH SULAWESI","CENTRAL JAVA"
276,"NN-CUP-2007","8-5-0-0","Real"
4733,"Gold Cup","Stevens","Allfrey"
1739,"Sao Paulo 2009","RUSSIA","ITALY"
5304,"2011 SPINGOLD A SF","Monaco","Fleisher"
2940,"lady Milne 2008","Scotland","Wales"
4855,"COPPA ITALIA 2006","PISA - BOMBARDIERI","FORNACIARI"
5196,"BBO3-2015WBTC-SB","USA1","SWEDEN"
4255,"European Champions Cup","Italy Parioli","GRNC Russia"
887,"Eur champ Pau","Russia","Denmark"
4884,"BBO1-2nd Mind Sports Games","POLAND","IRELAND"
3987,"BBO5 - Euro Teams 2012","France","Poland"
483,"2010 Vanderbilt Final","Zimmermann","Fleisher"
3225,"2010 USBC QF A","Nickell","Harris"
4266,"2007 Australian Open Team Playoffs","Lilley","Thomson"
140,"FRENCH DN1 OPEN FINALE","ZIMMERMAN","IZISEL"
2700,"E European B_T_Ch_ OPEN","POLAND","CROATIA"
4093,"41st WBTC-BBO6-VC","AUSTRALIA","ENGLAND"
196,"2009 USWBC FINAL","Dinkin","Mancuso"
2229,"Slava Cup 2007","Team 1","Team 2"
5477,"2010 Vanderbilt SF B","De Knijff","Fleisher"
3621,"6th EOBC-BBO5-Open Teams","COLDEA","SMILGAJS"
426,"Zone 7 Championships","Australia","New Zealand"
5328,"USSBC2008 - SF - 1 v 4","TRITT","ONSTOTT"
1023,"Lady Milne 2004","Scotland","Ireland"
74,"BRAZILIAN CHAMPIONSHIPS 2007","CHAGAS","ADRIANO"
4121,"BBO1-2016EBTC","POLAND","BELGIUM"
572,"Selection Pau 2008","ZIMMERMANN","BESSIS"
5380,"Polish Premier League 2009 SF-A","PETRO","DWORAN"
2573,"Woman Trial Poland 2006","GRUNT","KATER"
3567,"B - Bermuda Bowl 2011","Iceland","Italy"
4104,"BBO2-2015WBTC-BB","INDIA","USA2"
2481,"2008 National Open Teams Rnd 16 (B)","Marston","Markey"
1059,"Camrose Trophy 2007","Northern Ireland","Scotland"
154,"Dutch Team Final","Het Witte Huis","BC 't Onstein"
4980,"Open Brazilian Championship","Chagas","Viana"
5203,"A - Bermuda Bowl 2011","Italy","Netherlands"
1955,"BBO2-2015WBTC-BB","ENGLAND","USA1"
1362,"Camrose","Ireland","Scotland"
1562,"European Open Champ - Open Teams Swiss - B","Zaleski","Het Witte Huis 2"
2932,"GHTD Cup China 2006","Zhong Jian","Shanghai Qizhong"
248,"Hong Kong Inter-City Bridge Championship 2006","Buddies","GZ Orange"
3053,"African Zonal Championships 2005","Reunion","Morocco"
3418,"BBO4-2015WBTC-BB","JAPAN","FRANCE"
637,"2014 USBC FINAL","Nickell","Diamond"
2385,"EC 2004 Russia-Belgium","Russia","Belgium"
2304,"10thWYTC Match A","England","USA1"
5157,"Selection Francaise Pau 2008","Zimmermann","Salama"
2266,"French junior Trial","Grenthe","Gaviard"
2199,"PULA 2007 - Open","TESLA 2","OMEGA"
215,"BKBT Teams","Italy","Vorobei"
5444,"VS 2012 Spingold SF","Monaco","Cayne"
3342,"Bermuda Bowl 2007","CHINA SMEG","ARGENTINA"
5649,"2006 Camrose Weekend 1","Scotland","Wales"
3118,"Festival International Monte-Carlo 2008","LAVAZZA","VIEGO"
2744,"N_ Greece Regional Championship Open","Roussos","Eidi"
3198,"2010 USBC QuarterFinal D ","Fleisher","Robinson"
2035,"2007 Spingold","Nickell","Schwartz"
936,"Indonesian National Championships","East Borneo","West Java"
2039,"2008 USBC QUARTERFINAL - JACOBS v SPECTOR","JACOBS","SPECTOR"
3431,"BBO2-2016EBTC","ROMANIA","BELGIUM"
111,"2008 Spring Nat Open Final","Haughie","Horwitz"
1789,"2008 Gold Coast Congress Round-of-Four Match 1","Rothfield","Hirst"
3992,"D - Venice Cup 2011","Sweden","USA 2"
5590,"Camrose Trophy 2005","Scotland","NIreland"
2878,"11th NEC CUP  Qualifying","SOUTH AMERICA","USA / MORI"
739,"White House 2005","Westra","Lavazza"
4973,"Polish Trials - SF","CICHOCKI","BURAS"
187,"11th European Champions Cup","Allegra","Angelini"
428,"South American Championships","Brazil","Argentina"
1123,"Division Nationale 1","ZIMMERMANN","DELFOUR"
3967,"BBO1-2016EBTC","ENGLAND","TURKEY"
1767,"Gov BI Cup","Indonesian Open","Sweden"
3350,"Sao Paulo 2009","AUSTRALIA","NORWAY"
3090,"N_ Greece Regional Championship Open","Roussos","Altinis"
4482,"11th European Champions Cup","Het Witte Huis","Bridge Club Real"
5247,"National Club League ","Zhong Jian","Qi Zhong"
2543,"EC 2004 Italy-Swiitzerland","Italy","Switzerland"
5666,"European Open Champ - Mixed Teams Swiss - B","ERICHSEN","GLADIATOR"
610,"Polish Premier League 2009 Final","DWORAN","SYGNITY"
1266,"Lady Milne 2009","CBAI","Scotland"
726,"2013 USBC Final","Fleisher ","Kranyak "
5535,"8th European Bridge Champions' Cup","BCBR Germany","BKSE Sweden"
1916,"Selection Francaise - Pau 2008","Cronier","Adad"
496,"ITALIAN CLUB TEAMS CHAMPIONSHIPS 2012","REGGIO EMILIA","ALLEGRA"
3394,"White House Juniors","Netherlands U20","Netherlands I"
3343,"WMSG BEIJING 2008","NORWAY","EGYPT"
1899,"BBO2-2015WBTC-SB","IRELAND","USA2"
2968,"Stara Zagora 2007 Open Team Championship","Leroumain's boys","Slaveykov.bg"
1881,"WMSG BEIJING 2008","NORWAY","CHINA"
1774,"2006 Spingold - Rd of 8 - 2nd Qtr","Nickell","Kasday"
4247,"41st WBTC-BBO7-DOSB","GERMANY","POLAND"
5283,"2014 Vanderbilt A SF","Monaco","Lynch"
4890,"BBO5-2nd Mind Sports Games","HUNGARY","SWEDEN"
3324,"6th EOBC-BBO2-Open Teams","ISRAEL EIDI","ISRMANY"
2389,"White House Juniors","Netherlands girls","France"
5342,"2013 Spingold B SF","Bridge24","Gromov"
2033,"2008 USSBC - QF - 4v5","ONSTOTT","DEMARTINO"
5096,"Gold Coast 2006","Brifman","Wyer"
2117,"White House Juniors","Denmark","France"
2888,"Atlantic Trade Bridge Cup - Opatija ","AUSTRIA","HUNGARY"
5462,"English Open Trials","Wolfarth","Simpson"
2494,"10thWYTC Match C","USA2","Pakistan"
3168,"Selection -28 Pekin","Galinsky","Malarme"
4273,"44th PABF Championships","Chinese Taipei","China Macau"
4307,"BBO2-2016EBTC","RUSSIA","ITALY"
1923,"41st WBTC-BBO1","MONACO","ENGLAND"
3696,"A - 18th NEC CUP Qualifying","Pharon","NEDUK"
5015,"Polish First Division 2004 - semifinals","MEGA-TECH","COMPUTERLAN"
3498,"PABF 2008 Round Robin - Open RR5","Chinese Taipei","New Caledonia"
860,"Eur Champ Pau","Italy","Spain"
3982,"41st WBTC-BBO1-BB","GERMANY","USA1"
5452,"ITALY CUP 2013","ZALESKI","BOMBARDIERI"
1049,"Lady Milne 2007","England","Scotland"
5365,"VS 2012 Spingold SF","Nickell","Gordon"
5067,"D - Venice Cup 2011","France","Netherlands"
3944,"Bermuda Bowl Estoril 2005","ITALY","SWEDEN"
3486,"PABF 2008 Round Robin - Open RR4","Chinese Taipei","Wyer"
5809,"ANC 2008 Youth Final","VIC","NSW"
2498,"2008 USBC - RND 16 - JACOBS v MILGRIM","JACOBS","MILGRIM"
2374,"GHTD Cup China 2006","Beijing Shouchuang","Pudong Pufa"
4366,"52nd EBTC-BBO3","ROMANIA","MONACO"
1298,"14th NEC CUP Qualifying","HAYATE","Hackett"
3530,"BBO4-2nd Mind Sports Games","TURKEY","MONACO"
5375,"41st WBTC-BBO6","USA1","MONACO"
2009,"2008 USBC QUARTERFINAL - NICKELL v MAHAFFEY","NICKELL","MAHAFFEY"
3429,"Sao Paulo 2009","USA 1","USA 2"
2056,"2014 USBC QF D","Fireman npc","Bramley"
4777,"POLAND - NETHERLANDS","POLAND","NETHERLANDS"
4475,"52nd EBTC-BBO2","ENGLAND","GERMANY"
1182,"Lady Milne 2009","North Ire","CBAI"
3784,"44th PABF Championships","Korea","China Hong Kong"
3438,"A - 2013 YEH BROS CUP Qualifying","Hungary Senior","Yeh Bros II"
1072,"Division Nationale 1","ZIMMERMANN","BESSIS"
4168,"41st WBTC-BBO3-BB","NETHERLANDS","GERMANY"
2975,"2007 Cavendish Teams","Yeh","Jacobs"
4793,"Sao Paulo 2009","POLAND","ENGLAND"
3515,"41st WBTC-BBO2-BB","GERMANY","CHINESE TAIPEI"
5692,"Sao Paulo 2009","USA 1","CHINA"
1314,"14th NEC CUP Qualifying","Oz Players","TAKA"
3017,"VI BERMUDA TRIANGLE TEAMS CUP","LAZY","AVALANCHE"
5657,"2007 Yeh Bros Cup Invitation","Australia Oz One","Beijing Capital"
3644,"Venice Cup 2007","ENGLAND","USA 2"
5802,"BBO2-2015WBTC-VC","USA2","NETHERLANDS"
676,"Bermuda Bowl 2007","USA 1","NORWAY"
4164,"52nd EBTC-BBO4","NETHERLANDS","DENMARK"
3033,"Kadra B","PIETRASZEK","JASSEM"
1566,"European Open Champ - Open Teams Swiss - B","Herbst","Il Fante di Fiori"
5473,"2009 USBC B Semi Final","Welland","Robinson"
3228,"2010 USBC QF A","Nickell","Harris"
5584,"2014 USBC SF B","Fleisher","Diamond"
94,"12th NEC CUP Final","POLAND/RUSSIA","NETHERLANDS"
1550,"European Open Champ - Open Teams Semi Final  - A","Vito","Ned White"
3888,"BBO5-2015WBTC-VC","DENMARK","ITALY"
1346,"The 3rd All-China Games","Hebei/Shihua","Shanghai"
4568,"Poland - Netherlands","POLAND","NETHERLANDS"
5659,"European Open Champ - Mixed Teams Swiss - A","Serf","Callaghan"
521,"Brazilian Championship","Aranha","Branco"
2519,"EBL Juniors","Denmark","Norway"
5815,"BBO2-14th World Youth Teams","POLAND","USA1"
5215,"Bermuda Bowl 2007","USA 1","SOUTH AFRICA"
2477,"2014 USBC R16 A","Gordon","Baseggio"
5781,"White House Top 16","Germany","Orange White"
1524,"European Open Champ - Open Teams Round 2_16 - A","Net white","Angelini"
2181,"VI BERMUDA TRIANGLE TEAMS CUP","Commandos","NETHERLANDS"
1996,"2014 Spingold QF A","Team Grue","Team Lavazza"
3846,"B - 2013 YEH BROS CUP Qualifying","Hungary Senior","China Red"
2295,"Slava Cup 2007","Team 1","Team 2"
2218,"ITALIAN OPEN TEAM CHAMPIONSHIPS 2012","PATANE'","ZALESKI"
5540,"2010 Spingold SF B","Zaleski","Meltzer"
2967,"2nd Bridge Balkan Championship","Macedonia","Stara Zagora"
1188,"England U28 Trials","Team 1","Team 2"
3282,"White House Juniors 2009","Sweden","Croatia"
4809,"Polish trials OPEN","Team 1","Team 2"
5589,"6th EOBC-BBO5-Women Teams","CHINA 1","ITALIA 1"
359,"2014 Vanderbilt Final","Monaco","Nickell"
3604,"BBO1 - 51st European Team Championships 2012","Sweden","Ireland"
1363,"Camrose Trophy 2008(2) ","England","Wales"
3931,"BBO6-2015WBTC-BB","DENMARK","CHINA"
2400,"2010 Spingold R16","Lynch","Strul"
3095,"CCBA Championships 2007","Zhong Jian","Pu Dong"
4087,"BBO2-2016EBTC","POLAND","GERMANY"
3579,"Sao Paulo 2009","USA 1","SWEDEN"
4432,"52nd EBTC-BBO5","CROATIA","ITALY"
2154,"A European Bridge Team Championships OPEN","POLAND","ROMANIA"
516,"USWC 2004 FINAL","GREENBERG","STEINER"
2511,"Verona Rosenblum 2006","CHAGAS","HENNER"
5201,"Italian Club Team Champ","Torino Allegra","Villa Fabbriche"
4342,"52nd EBTC-BBO2","POLAND","FRANCE"
264,"Italian Club Team Championships","Torino-Allegra","Angelini-TC Parioli"
4745,"CHINA HOSTS EUROPE IN ROME","NETHERLANDS","ITALY-ANGELINI"
2486,"2014 USBC R16 C","Sherman npc","Koneru"
1456,"Asean Bridge Club Championships","Mal - Phi","Djarum 1"
412,"WMSG BEIJING 2008","ENGLAND","CHINA"
605,"2009 Spingold Final","Meltzer","Jansma"
358,"2014 Spingold Final","Monaco","Schwartz"
1244,"Camrose","Scotland","NIBU"
5272,"Champions' Cup 2013","Italy 1","Poland"
3172,"White House Top 12","Team 1","Team 2"
1240,"Lady Milne Trial","Team 1","Team 2"
3148,"National Club League 2006 Xiantao China","Be Di Ke","Cai Fu Zheng Quan"
3390,"B-18th NEC CUP Qualifying","Beauchamp","Mixed"
1067,"2007 Camrose Trophy","Holders (ROI)","Rep of Ireland"
4419,"JP Morgan Intercity Bridge Championships-Open  T_","RA MA RA HIM","Commune"
5278,"B - 18th NEC CUP Semifinal","Mixed","USA"
2890,"Tallinn festival teams","Kirilenko","Balti"
2846,"EC Italy-Denmark","Italy","Denmark"
2817,"USBC2006","MELTZER","GREENBERG"
387,"International Festival Pula 05","Austria","Bato"
4729,"CNTC Finals (Canada)","Maksymetz","L'Ecuyer"
3008,"EC 2004 Italy-Hungary","Italy","Hungary"
3134,"Nordic Championship Open Teams","Finland","Sweden"
3457,"6th EOBC-BBO3-Open Teams","DE BOTTON","MARUPE"
728,"2014 USBC FINAL","Nickell","Diamond"
758,"ITALIAN CLUB TEAMS CHAMPIONSHIPS 2012","REGGIO EMILIA","ALLEGRA"
4449,"BBO4-2016EBTC","ISRAEL","BULGARIA"
2716,"A European B.T.Ch. OPEN","DENMARK","NORWAY"
3474,"BBO6-2016EBTC","SCOTLAND","HUNGARY"
2530,"White House Juniors","Germany","Netherlands Red"
201,"2005 Vanderbilt Final","Schwartz","Onstott"
2583,"2nd Balkan Bridge Championship","Stara Zagora","Croatia"
4254,"A-4th SportAccord WMG-Teams","MONACO","ISRAEL"
4181,"Bermuda Bowl 2007","ITALY","USA 1"
3463,"6th EOBC-BBO5-Open Teams","CHATEAU ROSSENOVO","TEXAN ACES"
961,"2004 European Youth Bridge Team Champ.","FIN","GER"
5628,"BBO4-2015WBTC-SB","USA1","USA2"
801,"Polish Premiere League - FINAL","SYGNITY","MRAGOVIA"
2751,"Camp.Societ  Sportive","Allegra TO","Fanfulla LO"
5311,"ITALY CUP 2013","ZALESKI","ANGELINI"
4773,"Taiwanese Team Trial Final","Yeh Bros","Dragon"
3919,"BBO1-2015WBTC-BB","INDIA","SWEDEN"
5383,"US Bridge Championship Schwartz V. Ekeblad","Schwartz","Ekeblad"
5210,"C - Venice Cup 2011","England","Indonesia"
4860,"White House Int. Teams Top 16","Westra","Team Orange"
5775,"PABF 2008 Round Robin - Women's RR8","Goldberg","New Zealand 2"
1603,"Women Elite Tournament 2006 B","England","USA"
3149,"DongMing Knockout Teams Shanghai 2006","Pu Fa","Heng Yuan Xiang"
3099,"INDONESIA QUAL MULTIEVENT","WEST SUMATERA","RIAU"
2609,"ITALIAN OPEN TEAM CHAMPIONSHIPS 2012","BONGIOVANNI","LAVAZZA"
5712,"B-4th SportAccord WMG-Teams","ENGLAND","NETHERLANDS"
3179,"African Zonal Championships 2005","Reunion","Tunisia"
2034,"2015 Vanderbilt QFA","Diamond","Drijver"
2796,"E European B.T.Ch. OPEN","POLAND","LITHUANIA"
